"Sens Factor =1.436dB, SERNO: 7038166" 
73.69	0.6153 
74.607	0.6157 
75.536	0.6158 
76.476	0.6156 
77.428	0.6151 
78.392	0.6143 
79.368	0.6133 
80.356	0.6121 
81.356	0.6109 
82.369	0.6095 
83.394	0.6080 
84.433	0.6063 
85.484	0.6044 
86.548	0.6022 
87.625	0.5999 
88.716	0.5975 
89.82	0.5951 
90.939	0.5928 
92.071	0.5905 
93.217	0.5886 
94.377	0.5871 
95.552	0.5859 
96.742	0.5848 
97.946	0.5839 
99.165	0.5828 
100.4	0.5815 
101.65	0.5799 
102.915	0.5780 
104.196	0.5758 
105.493	0.5733 
106.806	0.5706 
108.136	0.5677 
109.482	0.5646 
110.845	0.5613 
112.225	0.5579 
113.622	0.5542 
115.037	0.5503 
116.469	0.5463 
117.919	0.5422 
119.386	0.5379 
120.873	0.5335 
122.377	0.5292 
123.901	0.5251 
125.443	0.5213 
127.005	0.5177 
128.586	0.5144 
130.187	0.5112 
131.807	0.5080 
133.448	0.5051 
135.109	0.5022 
136.791	0.4996 
138.494	0.4974 
140.218	0.4955 
141.964	0.4942 
143.731	0.4933 
145.52	0.4929 
147.332	0.4928 
149.166	0.4930 
151.023	0.4935 
152.903	0.4943 
154.806	0.4952 
156.734	0.4963 
158.685	0.4976 
160.66	0.4991 
162.66	0.5010 
164.685	0.5033 
166.735	0.5062 
168.811	0.5094 
170.912	0.5128 
173.04	0.5163 
175.194	0.5197 
177.375	0.5226 
179.583	0.5250 
181.819	0.5268 
184.082	0.5280 
186.374	0.5286 
188.694	0.5287 
191.043	0.5284 
193.421	0.5278 
195.829	0.5269 
198.267	0.5259 
200.735	0.5246 
203.234	0.5232 
205.764	0.5215 
208.325	0.5197 
210.919	0.5179 
213.544	0.5161 
216.203	0.5144 
218.894	0.5128 
221.619	0.5112 
224.378	0.5096 
227.171	0.5077 
229.999	0.5055 
232.862	0.5027 
235.761	0.4994 
238.696	0.4955 
241.668	0.4911 
244.676	0.4862 
247.722	0.4808 
250.806	0.4751 
253.928	0.4690 
257.089	0.4626 
260.29	0.4560 
263.53	0.4491 
266.81	0.4418 
270.132	0.4337 
273.495	0.4250 
276.899	0.4155 
280.346	0.4055 
283.836	0.3952 
287.37	0.3848 
290.947	0.3745 
294.569	0.3647 
298.236	0.3556 
301.949	0.3472 
305.708	0.3396 
309.513	0.3325 
313.366	0.3260 
317.267	0.3198 
321.217	0.3137 
325.216	0.3076 
329.264	0.3015 
333.363	0.2954 
337.513	0.2893 
341.715	0.2834 
345.969	0.2777 
350.276	0.2723 
354.636	0.2673 
359.051	0.2626 
363.521	0.2582 
368.046	0.2540 
372.628	0.2498 
377.266	0.2456 
381.963	0.2414 
386.718	0.2372 
391.532	0.2329 
396.406	0.2283 
401.341	0.2234 
406.337	0.2179 
411.395	0.2122 
416.517	0.2065 
421.702	0.2010 
426.951	0.1956 
432.266	0.1904 
437.648	0.1854 
443.096	0.1807 
448.612	0.1762 
454.196	0.1720 
459.851	0.1680 
465.575	0.1641 
471.371	0.1602 
477.239	0.1563 
483.18	0.1524 
489.195	0.1484 
495.285	0.1444 
501.45	0.1403 
507.693	0.1363 
514.013	0.1322 
520.412	0.1283 
526.89	0.1244 
533.449	0.1207 
540.09	0.1171 
546.814	0.1137 
553.621	0.1104 
560.513	0.1070 
567.49	0.1035 
574.555	0.0998 
581.707	0.0958 
588.949	0.0915 
596.281	0.0868 
603.703	0.0820 
611.219	0.0770 
618.828	0.0722 
626.531	0.0676 
634.331	0.0632 
642.228	0.0591 
650.222	0.0553 
658.317	0.0519 
666.512	0.0493 
674.809	0.0474 
683.21	0.0460 
691.715	0.0448 
700.326	0.0435 
709.044	0.0423 
717.871	0.0410 
726.807	0.0396 
735.855	0.0381 
745.016	0.0366 
754.29	0.0350 
763.68	0.0334 
773.187	0.0318 
782.812	0.0302 
792.557	0.0286 
802.424	0.0271 
812.413	0.0255 
822.526	0.0239 
832.766	0.0222 
843.133	0.0205 
853.629	0.0188 
864.255	0.0170 
875.014	0.0152 
885.907	0.0134 
896.935	0.0115 
908.101	0.0096 
919.406	0.0077 
930.851	0.0058 
942.439	0.0039 
954.171	0.0019 
966.049	-0.0002 
978.076	-0.0024 
990.251	-0.0048 
1002.579	-0.0075 
1015.06	-0.0104 
1027.696	-0.0136 
1040.489	-0.0168 
1053.442	-0.0200 
1066.556	-0.0232 
1079.833	-0.0264 
1093.276	-0.0295 
1106.886	-0.0326 
1120.665	-0.0355 
1134.616	-0.0382 
1148.741	-0.0406 
1163.041	-0.0428 
1177.519	-0.0448 
1192.178	-0.0467 
1207.019	-0.0485 
1222.045	-0.0503 
1237.258	-0.0519 
1252.66	-0.0535 
1268.254	-0.0548 
1284.042	-0.0560 
1300.027	-0.0571 
1316.211	-0.0579 
1332.596	-0.0585 
1349.185	-0.0589 
1365.981	-0.0591 
1382.985	-0.0592 
1400.202	-0.0589 
1417.633	-0.0585 
1435.28	-0.0580 
1453.148	-0.0574 
1471.238	-0.0567 
1489.553	-0.0558 
1508.096	-0.0548 
1526.87	-0.0536 
1545.877	-0.0525 
1565.121	-0.0513 
1584.605	-0.0503 
1604.332	-0.0493 
1624.303	-0.0483 
1644.524	-0.0472 
1664.996	-0.0457 
1685.723	-0.0440 
1706.708	-0.0419 
1727.955	-0.0397 
1749.466	-0.0374 
1771.244	-0.0349 
1793.294	-0.0323 
1815.618	-0.0295 
1838.221	-0.0264 
1861.104	-0.0233 
1884.272	-0.0200 
1907.729	-0.0166 
1931.478	-0.0130 
1955.523	-0.0093 
1979.866	-0.0052 
2004.513	-0.0008 
2029.467	0.0039 
2054.731	0.0089 
2080.31	0.0140 
2106.207	0.0192 
2132.427	0.0245 
2158.973	0.0301 
2185.849	0.0360 
2213.06	0.0422 
2240.61	0.0489 
2268.503	0.0560 
2296.743	0.0634 
2325.334	0.0709 
2354.282	0.0782 
2383.59	0.0855 
2413.262	0.0931 
2443.305	0.1012 
2473.721	0.1099 
2504.515	0.1191 
2535.693	0.1290 
2567.26	0.1395 
2599.219	0.1507 
2631.576	0.1627 
2664.335	0.1755 
2697.503	0.1891 
2731.084	0.2033 
2765.082	0.2180 
2799.504	0.2334 
2834.354	0.2495 
2869.638	0.2663 
2905.362	0.2838 
2941.53	0.3019 
2978.148	0.3206 
3015.222	0.3398 
3052.758	0.3593 
3090.761	0.3792 
3129.237	0.3995 
3168.192	0.4200 
3207.632	0.4410 
3247.563	0.4623 
3287.991	0.4840 
3328.923	0.5062 
3370.364	0.5289 
3412.32	0.5522 
3454.799	0.5763 
3497.807	0.6012 
3541.351	0.6268 
3585.436	0.6532 
3630.07	0.6800 
3675.26	0.7072 
3721.012	0.7348 
3767.334	0.7629 
3814.233	0.7917 
3861.715	0.8216 
3909.789	0.8529 
3958.46	0.8858 
4007.738	0.9202 
4057.63	0.9560 
4108.142	0.9928 
4159.283	1.0307 
4211.061	1.0694 
4263.483	1.1089 
4316.559	1.1491 
4370.294	1.1900 
4424.699	1.2312 
4479.781	1.2727 
4535.548	1.3145 
4592.01	1.3564 
4649.175	1.3982 
4707.051	1.4398 
4765.648	1.4810 
4824.975	1.5218 
4885.039	1.5622 
4945.852	1.6021 
5007.421	1.6414 
5069.757	1.6802 
5132.87	1.7182 
5196.768	1.7555 
5261.46	1.7920 
5326.959	1.8278 
5393.273	1.8629 
5460.413	1.8972 
5528.388	1.9306 
5597.209	1.9632 
5666.887	1.9951 
5737.433	2.0261 
5808.857	2.0563 
5881.169	2.0858 
5954.383	2.1147 
6028.507	2.1433 
6103.555	2.1716 
6179.536	2.1998 
6256.464	2.2278 
6334.349	2.2554 
6413.204	2.2827 
6493.04	2.3095 
6573.87	2.3356 
6655.706	2.3607 
6738.562	2.3848 
6822.448	2.4078 
6907.379	2.4299 
6993.367	2.4510 
7080.426	2.4711 
7168.568	2.4902 
7257.808	2.5085 
7348.158	2.5257 
7439.633	2.5420 
7532.248	2.5575 
7626.015	2.5723 
7720.949	2.5862 
7817.065	2.5990 
7914.377	2.6108 
8012.901	2.6216 
8112.652	2.6319 
8213.645	2.6416 
8315.894	2.6508 
8419.416	2.6596 
8524.228	2.6684 
8630.343	2.6771 
8737.78	2.6855 
8846.555	2.6934 
8956.683	2.7008 
9068.182	2.7076 
9181.069	2.7138 
9295.362	2.7191 
9411.078	2.7235 
9528.233	2.7269 
9646.849	2.7290 
9766.939	2.7298 
9888.525	2.7289 
10011.625	2.7264 
10136.257	2.7220 
10262.44	2.7156 
10390.195	2.7069 
10519.54	2.6960 
10650.495	2.6826 
10783.08	2.6670 
10917.316	2.6493 
11053.223	2.6297 
11190.821	2.6086 
11330.133	2.5867 
11471.179	2.5637 
11613.98	2.5395 
11758.561	2.5143 
11904.939	2.4884 
12053.141	2.4624 
12203.188	2.4362 
12355.102	2.4097 
12508.907	2.3831 
12664.627	2.3555 
12822.286	2.3267 
12981.907	2.2967 
13143.516	2.2656 
13307.136	2.2332 
13472.793	2.1995 
13640.512	2.1646 
13810.319	2.1286 
13982.24	2.0914 
14156.302	2.0530 
14332.529	2.0136 
14510.951	1.9733 
14691.595	1.9322 
14874.486	1.8906 
15059.655	1.8485 
15247.129	1.8061 
15436.937	1.7636 
15629.106	1.7211 
15823.669	1.6788 
16020.654	1.6369 
16220.091	1.5954 
16422.01	1.5545 
16626.443	1.5148 
16833.422	1.4762 
17042.977	1.4389 
17255.141	1.4025 
17469.945	1.3674 
17687.424	1.3323 
17907.609	1.3145 
18130.537	1.2970 
18356.24	1.2796 
18584.752	1.2621 
18816.107	1.2438 
19050.346	1.2248 
19287.498	1.2056 
19527.604	1.1860 
19770.697	1.1658 
20016.816	1.1441 

